,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent,year,month
1115,"27 ACACIA WAY, CHURCHILL",-38.301581,146.415178,3,1,0,$125_Week,House,2006-11-01,3842,CHURCHILL,125,2006,11
1957,"1 GAYLE COURT, CLAYTON SOUTH",-37.957438,145.133572,3,1,2,$180_Week,Rental_residential,2006-10-01,3169,SOUTH,180,2006,10
2620,"5 / 5 BURNS AVE, CLAYTON SOUTH",-37.936524,145.134469,2,1,1,$230,Apartment,2006-12-01,3169,SOUTH,230,2006,12
3362,"10/2 MONASH GREEN DRIVE, CLAYTON",-37.918788,145.127626,2,1,1,$240,Unit,2006-12-01,3168,CLAYTON,240,2006,12
5142,"9 BURTON AVENUE, CLAYTON",-37.926327,145.115883,4,3,1,$250,Townhouse,2006-11-01,3168,CLAYTON,250,2006,11
6219,"-37.93001,145.421908, CLEMATIS",-37.93001,145.421908,3,1,0,$220_Week,House,2006-11-01,3782,CLEMATIS,220,2006,11
6220,"-37.93001,145.421908, CLEMATIS",-37.93001,145.421908,3,1,0,$220_Week,House,2006-11-01,3782,CLEMATIS,220,2006,11
6487,"2/30 EDMUND ST, CLIFTON HILL",-37.787664,145.004331,2,1,1,$260,Unit/apmt,2006-10-01,3068,HILL,260,2006,10
6970,"2/6 FORD STREET, CLIFTON HILL",-37.791295,144.997988,1,1,1,$175,Unit/apmt,2006-11-01,3068,HILL,175,2006,11
7381,"14 KIEWA STREET, CLIFTON HILL",-37.79235,145.000221,2,1,0,$340,Rental_residential,2006-11-01,3068,HILL,340,2006,11
10495,"3/5 INDUSTRY LANE, COBURG",-37.74493,144.96469,2,1,1,$300,Rental_residential,2006-12-01,3058,COBURG,300,2006,12
10498,"2/29 COBURG STREET, COBURG",-37.747604,144.970613,3,1,1,$260_Week,Available Now,2006-11-01,3058,COBURG,260,2006,11
10964,"4/36 THE GROVE, COBURG",-37.751916,144.969914,2,1,1,$255,Townhouse,2006-12-01,3058,COBURG,255,2006,12
12856,"22 GLEN ROAD, COCKATOO",-37.937274,145.486381,2,1,0,$200_Week,House,2006-11-01,3781,COCKATOO,200,2006,11
1052,"29A VICTORIA PARADE, COLLINGWOOD",-37.808649,144.983618,2,1,0,$270,Rental_residential,2006-11-01,3066,COLLINGWOOD,270,2006,11
1340,"11/99 OXFORD STREET, COLLINGWOOD",-37.80365372,144.98460388,1,1,1,$290,Unit,2006-11-01,3066,COLLINGWOOD,290,2006,11
5348,"19 VENTNOR ROAD, COWES",-38.463337,145.235389,3,1,2,$900_Week,House,2006-11-01,3922,COWES,900,2006,11
2428,"8/82 BURWOOD HIGHWAY, BURWOOD EAST",-37.85173416,145.13832092,2,1,1,$190,Unit/apmt,2006-10-01,3151,EAST,190,2006,10
3714,"16 BEDDOWS STREET, BURWOOD",-37.853564,145.117521,4,2,1,$300,House,2006-12-01,3125,BURWOOD,300,2006,12
3715,"16 BEDDOWS STREET, BURWOOD",-37.853564,145.117521,4,2,1,$300_Week,House,2006-11-01,3125,BURWOOD,300,2006,11
5865,"252 HIGHFIELD ROAD, CAMBERWELL",-37.848314,145.082571,3,2,3,$680,House,2006-11-01,3124,CAMBERWELL,680,2006,11
6317,"9/5 ACHERON AVENUE, CAMBERWELL",-37.84073639,145.0660553,2,1,0,$230,Unit/apmt,2006-10-01,3124,CAMBERWELL,230,2006,10
6627,"2/596 RIVERSDALE ROAD, CAMBERWELL",-37.83227158,145.06324768,2,1,1,$270,Available Now,2006-11-01,3124,CAMBERWELL,270,2006,11
6811,"3/894-896 TOORAK ROAD, CAMBERWELL",-37.84629822,145.05543518,3,2,1,$400,Rental_residential,2006-12-01,3124,CAMBERWELL,400,2006,12
6943,"5/27 THOMAS STREET, CAMBERWELL",-37.84245682,145.09342957,2,1,1,$270,Unit/apmt,2006-11-01,3124,CAMBERWELL,270,2006,11
167,"1711/668 BOURKE STREET, MELBOURNE",-37.816897,144.953675,3,2,2,$540,Available Now,2006-12-01,3000,MELBOURNE,540,2006,12
3908,"32 CHRISTOPHER CRESCENT, MELTON",-37.685577,144.573168,3,1,1,$185_Week,House,2006-11-01,3337,MELTON,185,2006,11
3909,"32 CHRISTOPHER CRESCENT, MELTON",-37.685577,144.573168,3,1,1,$185,House,2006-11-01,3337,MELTON,185,2006,11
4716,"3/30 SEA PARADE, MENTONE",-37.98299789,145.05371094,2,1,1,$270,Rental_residential,2006-10-01,3194,MENTONE,270,2006,10
5485,"1/77 PATTY STREET, MENTONE",-37.97831,145.066961,3,1,1,$375,Rental_residential,2006-12-01,3194,MENTONE,375,2006,12
5524,"8/2-4 SALMON STREET, MENTONE",-37.9790535,145.06227112,1,1,1,$145,Rental_residential,2006-11-01,3194,MENTONE,145,2006,11
5556,"6 / 8 COMMERCIAL ROAD, MENTONE",-37.985738,145.065634,2,1,1,$300_Week,none,2006-11-01,3194,MENTONE,300,2006,11
5557,"6 / 8 COMMERCIAL ROAD, MENTONE",-37.985738,145.065634,2,1,1,$290,none,2006-11-01,3194,MENTONE,290,2006,11
5583,"5/5 STATION STREET, MENTONE",-37.98222351,145.06625366,1,1,1,$185,Rental_residential,2006-11-01,3194,MENTONE,185,2006,11
5698,"1/50 BALCOMBE ROAD, MENTONE",-37.981502,145.068097,3,3,2,$480,Rental_residential,2006-11-01,3194,MENTONE,480,2006,11
6487,"12/56 MILAN STREET, MENTONE",-37.98303223,145.06063843,2,1,1,$200,Rental_residential,2006-11-01,3194,MENTONE,200,2006,11
6782,"125C SEVENTH STREET, MERBEIN SOUTH",-34.2045981,142.0387241,4,2,2,$250_Week,House,2006-11-01,3505,SOUTH,250,2006,11
7182,"51 BOUNDARY ROAD, MEREDITH",-37.826186,144.044756,3,1,1,$180_Week,House,2006-10-01,3333,MEREDITH,180,2006,10
8704,"172 CANTERBURY ROAD, MIDDLE PARK",-37.853158,144.969079,2,1,0,$355_Mid,House,2006-11-01,3206,PARK,355,2006,11
8995,"23 WRIGHT STREET, MIDDLE PARK",-37.84669,144.96075,3,3,1,$330_Mid,none,2006-12-01,3206,PARK,330,2006,12
9098,"1/18 PATTERSON STREET, MIDDLE PARK",-37.85435104,144.96452332,2,1,1,$275_Mid,Rental_residential,2006-11-01,3206,PARK,275,2006,11
9116,"204 RICHARDSON STREET, MIDDLE PARK",-37.848215,144.958765,2,1,1,$550_Mid,Rental_residential,2006-12-01,3206,PARK,550,2006,12
9373,"10/109 NIMMO STREET, MIDDLE PARK",-37.849121,144.963098,2,1,1,$1457,Rental_residential,2006-11-01,3206,PARK,1457,2006,11
9525,"4/72 PATTERSON STREET, MIDDLE PARK",-37.85546112,144.96662903,1,1,1,$220_Mid,Rental_residential,2006-12-01,3206,PARK,220,2006,12
9565,"11/5 - 7 HAROLD STREET, MIDDLE PARK",-37.848476,144.961384,1,1,1,$340_Mid,Rental_residential,2006-12-01,3206,PARK,340,2006,12
9582,"3/51 NIMMO STREET, MIDDLE PARK",-37.850501,144.962039,2,1,1,$375_Mid,none,2006-11-01,3206,PARK,375,2006,11
9897,"2/51 NIMMO STREET, MIDDLE PARK",-37.850501,144.962039,2,1,1,$360_Mid,Rental_residential,2006-10-01,3206,PARK,360,2006,10
9936,"326 RICHARDSON STREET, MIDDLE PARK",-37.852041,144.965831,2,1,1,$350_Mid,Rental_residential,2006-11-01,3206,PARK,350,2006,11
10163,"3/82 PATTERSON STREET, MIDDLE PARK",-37.85563278,144.9669342,2,1,0,$335_Mid,Unit/apmt,2006-10-01,3206,PARK,335,2006,10
10404,"5/2 CAMERON AVENUE, MILDURA WEST",-34.181651,142.151354,2,1,1,$135,Unit/apmt,2006-12-01,3500,WEST,135,2006,12
12597,"42 SEVENTH STREET, MILDURA",-34.189769,142.171985,3,1,2,$200,Rental_residential,2006-11-01,3500,MILDURA,200,2006,11
15109,"17 PATRICK STREET, MILLGROVE",-37.746826,145.661548,3,1,0,$175_Week,House,2006-11-01,3799,MILLGROVE,175,2006,11
722,"23 WANDONG AVENUE, WANDONG",-37.35751785,145.02833315,2,1,1,$170_Week,House,2006-11-01,3758,WANDONG,170,2006,11
1544,"17 HINCHLEY STREET, WANGARATTA",-36.356764,146.299309,3,1,2,$240_Week,House,2006-11-01,3677,WANGARATTA,240,2006,11
2325,"2/13 THOMSON STREET, WANGARATTA",-36.368739,146.318901,2,1,1,$120_Week,none,2006-10-01,3677,WANGARATTA,120,2006,10
5802,"63 NORTH ROAD, WARRAGUL",-38.159412,145.949167,3,2,2,$185_Week,House,2006-11-01,3820,WARRAGUL,185,2006,11
5803,"63 NORTH ROAD, WARRAGUL",-38.159412,145.949167,3,2,2,$200,House,2006-11-01,3820,WARRAGUL,200,2006,11
6995,"20 DAISY STREET, WARRANWOOD",-37.771689,145.244089,4,2,2,$380_Week,House,2006-11-01,3134,WARRANWOOD,380,2006,11
330,"62B TWEDDLE PLACE, GISBORNE SOUTH",-37.543852,144.592628,3,1,0,$190_Week,Unit/apmt,2006-11-01,3437,SOUTH,190,2006,11
331,"62B TWEDDLE PLACE, GISBORNE SOUTH",-37.543852,144.592628,3,1,0,$190_Week,Unit/apmt,2006-11-01,3437,SOUTH,190,2006,11
1215,"27 DUNFIELD DRIVE, GLADSTONE PARK",-37.686147,144.895315,3,1,3,$225_Week,House,2006-11-01,3043,PARK,225,2006,11
1639,"1 DINGLEY CLOSE, GLADSTONE PARK",-37.686288,144.89869,3,1,1,$230,House,2006-11-01,3043,PARK,230,2006,11
2113,"8/15 WARATAH AVENUE, GLEN HUNTLY",-37.891661,145.042483,1,1,1,$157,Available Now,2006-11-01,3163,HUNTLY,157,2006,11
3184,"1146 GLEN HUNTLY ROAD, GLEN HUNTLY",-37.89224,145.04113,2,1,1,$250_Week,Unit/apmt,2006-11-01,3163,HUNTLY,250,2006,11
3185,"1146 GLEN HUNTLY ROAD, GLEN HUNTLY",-37.89224,145.04113,2,1,1,$250,Unit/apmt,2006-11-01,3163,HUNTLY,250,2006,11
3294,"6/11 BELMONT AVENUE, GLEN IRIS",-37.85740662,145.04795837,1,1,1,$195,Unit/apmt,2006-12-01,3146,IRIS,195,2006,12
3327,"22 ELLIS ROAD, GLEN IRIS",-37.86,145.046815,4,2,2,$680,none,2006-10-01,3146,IRIS,680,2006,10
3623,"7/1492 MALVERN ROAD, GLEN IRIS",-37.853953,145.047567,1,1,1,$145,Unit/apmt,2006-11-01,3146,IRIS,145,2006,11
4317,"9/1555 HIGH STREET, GLEN IRIS",-37.85981369,145.06015015,1,1,1,$200,Unit/apmt,2006-11-01,3146,IRIS,200,2006,11
4878,"8/46 SCOTT GROVE, GLEN IRIS",-37.85461426,145.050354,2,1,1,$265,none,2006-12-01,3146,IRIS,265,2006,12
5298,"2 FERNDALE ROAD, GLEN IRIS",-37.855005,145.06852,5,2,2,$750,Available Now,2006-12-01,3146,IRIS,750,2006,12
5715,"46A WILLS STREET, GLEN IRIS",-37.856816,145.056936,2,1,1,$295,Unit/apmt,2006-11-01,3146,IRIS,295,2006,11
6092,"9A LITHGOW STREET, GLEN IRIS",-37.850125,145.081979,2,1,1,$270,House,2006-11-01,3146,IRIS,270,2006,11
8799,"1/37 GYTON AVENUE, GLEN WAVERLEY",-37.86565018,145.16069031,3,1,1,$280,Unit/apmt,2006-12-01,3150,WAVERLEY,280,2006,12
1374,"1/1 FRANCESCO STREET, BENTLEIGH EAST",-37.92020035,145.05574036,3,1,2,$250,Rental_residential,2006-12-01,3165,EAST,250,2006,12
2110,"21 ROCHFORD STREET, BENTLEIGH EAST",-37.906838,145.057884,3,1,2,$260,Rental_residential,2006-11-01,3165,EAST,260,2006,11
2216,"1/16 BESSIE STREET, BENTLEIGH EAST",-37.92569351,145.08106995,3,2,1,$395,Rental_residential,2006-11-01,3165,EAST,395,2006,11
2663,"3/10A EDDYS GROVE, BENTLEIGH",-37.9200325,145.02926636,2,1,1,$270,Unit/apmt,2006-11-01,3204,BENTLEIGH,270,2006,11
3654,"6/13 PHILLIP STREET, BENTLEIGH",-37.92409,145.034414,2,1,1,$195,none,2006-12-01,3204,BENTLEIGH,195,2006,12
4254,"8/207 CENTRE ROAD, BENTLEIGH",-37.9168129,145.02645874,2,1,1,$235,Rental_residential,2006-11-01,3204,BENTLEIGH,235,2006,11
5048,"1 HOWITT COURT, BERWICK",-38.02383,145.32452,4,2,2,$230,House,2006-11-01,3806,BERWICK,230,2006,11
5287,"10/10 PARKHILL DRIVE, BERWICK",-38.02732468,145.32804871,3,2,1,$250,Townhouse,2006-11-01,3806,BERWICK,250,2006,11
5639,"9 SPOONBILL STREET, BERWICK",-38.062788,145.332992,4,2,2,$290,House,2006-11-01,3806,BERWICK,290,2006,11
6964,"2/27 MARGARET STREET, BERWICK",-38.03538132,145.34059143,3,1,1,$175,Unit/apmt,2006-10-01,3806,BERWICK,175,2006,10
9353,"1/6 FIRST STREET, BLACK ROCK",-37.97750854,145.01922607,2,1,1,$230,none,2006-11-01,3193,ROCK,230,2006,11
9765,"2 / 149 BLUFF ROAD, BLACK ROCK",-37.96472549,145.01823425,2,1,2,$350,none,2006-12-01,3193,ROCK,350,2006,12
10273,"8/85 SURREY ROAD, BLACKBURN NORTH",-37.807528,145.158979,1,1,1,$170,Rental_residential,2006-12-01,3130,NORTH,170,2006,12
10274,"8/85 SURREY ROAD, BLACKBURN NORTH",-37.807528,145.158979,1,1,1,$170_Week,Rental_residential,2006-11-01,3130,NORTH,170,2006,11
12214,"1/3 HINDON STREET, BLACKBURN",-37.8191185,145.14733887,2,1,2,$250,Unit/apmt,2006-11-01,3130,BLACKBURN,250,2006,11
2207,"25 MCNAMARA AVENUE, AIRPORT WEST",-37.729434,144.880894,3,1,1,$260,House,2006-12-01,3042,WEST,260,2006,12
2208,"25 MCNAMARA AVENUE, AIRPORT WEST",-37.729434,144.880894,3,1,1,$260_Week,House,2006-11-01,3042,WEST,260,2006,11
3619,"4/119 DANKS STREET, ALBERT PARK",-37.846203,144.949898,2,1,0,$310,none,2006-12-01,3206,PARK,310,2006,12
3799,"3/119 DANKS STREET, ALBERT PARK",-37.84621048,144.95018005,2,1,0,$350,Rental_residential,2006-10-01,3206,PARK,350,2006,10
4636,"41 WITHERS STREET, ALBERT PARK",-37.846134,144.947924,2,1,0,$450,House,2006-11-01,3206,PARK,450,2006,11
4749,"4/74 KERFERD ROAD, ALBERT PARK",-37.84446335,144.95593262,1,1,0,$195,none,2006-12-01,3206,PARK,195,2006,12
4824,"24 KERFERD PLACE, ALBERT PARK",-37.842067,144.957094,3,2,0,$600,House,2006-12-01,3206,PARK,600,2006,12
7110,"7 HANSEN STREET, ALTONA EAST",-37.839549,144.864444,4,2,2,$270,House,2006-10-01,3025,EAST,270,2006,10
8387,"1/45 EPSOM STREET, ALTONA MEADOWS",-37.86845398,144.7702179,2,1,1,$165,Unit,2006-11-01,3028,MEADOWS,165,2006,11
8575,"1/144 VICTORIA STREET, ALTONA MEADOWS",-37.87713623,144.78564453,2,1,1,$170,Unit,2006-11-01,3028,MEADOWS,170,2006,11
9268,"266 MASON STREET, ALTONA NORTH",-37.83944,144.857988,3,1,3,$280,House,2006-11-01,3025,NORTH,280,2006,11
9315,"1A BERKELEY CRESCENT, ALTONA NORTH",-37.845944,144.847562,2,2,1,$190,House,2006-10-01,3025,NORTH,190,2006,10
10337,"108 THIRD AVENUE, ALTONA NORTH",-37.831939,144.853487,3,2,1,$320,House,2006-11-01,3025,NORTH,320,2006,11
12635,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$240,none,2006-11-01,3018,ALTONA,240,2006,11
371,"7 / 40-42 CALDER STREET, MANIFOLD HEIGHTS",-38.14372253,144.33163452,1,1,1,$110,Unit/apmt,2006-11-01,3218,HEIGHTS,110,2006,11
2687,"1/12 NAVIGATOR STREET, MARIBYRNONG",-37.76811981,144.89854431,1,1,1,$175,Unit,2006-12-01,3032,MARIBYRNONG,175,2006,12
3223,"10/82 RALEIGH ROAD, MARIBYRNONG",-37.768881,144.891825,2,1,1,$220,none,2006-12-01,3032,MARIBYRNONG,220,2006,12
3263,"5/91 RALEIGH ROAD, MARIBYRNONG",-37.76910782,144.89178467,3,1,2,$280,Townhouse,2006-12-01,3032,MARIBYRNONG,280,2006,12
4116,"37 FORGE CLOSE, MARIBYRNONG",-37.773245,144.879261,3,2,2,$345,Townhouse,2006-11-01,3032,MARIBYRNONG,345,2006,11
4387,"4/11 CHIFLEY DRIVE, MARIBYRNONG",-37.76827621,144.90118408,2,1,1,$170,Rental_residential,2006-11-01,3032,MARIBYRNONG,170,2006,11
6616,"2/11 GLEN ORME AVENUE, MCKINNON",-37.91093,145.037485,2,1,1,$240_Week,none,2006-10-01,3204,MCKINNON,240,2006,10
6617,"2/11 GLEN ORME AVENUE, MCKINNON",-37.91093,145.037485,2,1,1,$240,none,2006-10-01,3204,MCKINNON,240,2006,10
7958,"8 CARTWRIGHT COURT, MEENIYAN",-38.581807,146.008969,3,1,1,$155_Week,House,2006-11-01,3956,MEENIYAN,155,2006,11
8067,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2,2,1,$630_pw,Available Now,2006-11-01,3000,MELBOURNE,630,2006,11
8068,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2,2,1,$330_pw,Available Now,2006-10-01,3000,MELBOURNE,330,2006,10
8069,"325 COLLINS STREET, MELBOURNE",-37.81647873,144.96333313,2,2,1,$630_pw,Available Now,2006-10-01,3000,MELBOURNE,630,2006,10
226,"32 GRESSWELL PARK DRIVE, WATSONIA",-37.710506,145.075021,3,2,2,$310,none,2006-12-01,3087,WATSONIA,310,2006,12
227,"32 GRESSWELL PARK DRIVE, WATSONIA",-37.710506,145.075021,3,2,2,$310_Week,none,2006-11-01,3087,WATSONIA,310,2006,11
4878,"1 GILES COURT, WERRIBEE",-37.886405,144.672862,3,2,2,$180_Week,House,2006-11-01,3030,WERRIBEE,180,2006,11
4879,"1 GILES COURT, WERRIBEE",-37.886405,144.672862,3,2,2,$180,House,2006-11-01,3030,WERRIBEE,180,2006,11
5801,"28 WERRIMULL SOUTH ROAD, WERRIMULL",-34.390058,141.595836,1,1,0,$120_Week,House,2006-11-01,3496,WERRIMULL,120,2006,11
5845,"20 FOREST ROAD, WESBURN",-37.786008,145.65471,2,1,1,$195_Week,House,2006-11-01,3799,WESBURN,195,2006,11
8511,"2 HESSE COURT, WESTMEADOWS",-37.670225,144.902533,3,1,3,$200_Week,Available Now,2006-10-01,3049,WESTMEADOWS,200,2006,10
8768,"2 DOOEN COURT, WESTMEADOWS",-37.674216,144.901534,2,1,1,$220,House,2006-12-01,3049,WESTMEADOWS,220,2006,12
8769,"2 DOOEN COURT, WESTMEADOWS",-37.674216,144.901534,2,1,1,$220_Week,House,2006-11-01,3049,WESTMEADOWS,220,2006,11
9356,"6 BASIL CRESCENT, WHEELERS HILL",-37.904682,145.197667,5,3,4,$420,House,2006-11-01,3150,HILL,420,2006,11
9396,"50 EARLWOOD DRIVE, WHEELERS HILL",-37.910826,145.178225,3,1,2,$350,House,2006-11-01,3150,HILL,350,2006,11
175,"11 GREY ROAD, DARLIMURLA",-38.374746,146.182989,4,2,2,$250_Week,House,2006-11-01,3871,DARLIMURLA,250,2006,11
176,"11 GREY ROAD, DARLIMURLA",-38.374746,146.182989,4,2,2,$250_Week,House,2006-11-01,3871,DARLIMURLA,250,2006,11
1363,"2/58 DOHERTY STREET, DEER PARK",-37.767467,144.763857,2,1,1,$180_Week,Unit/apmt,2006-11-01,3023,PARK,180,2006,11
1670,"1/20 DEER STREET, DEER PARK",-37.769226,144.758012,3,1,1,$200,Unit/apmt,2006-12-01,3023,PARK,200,2006,12
2336,"2/1 PLATH CLOSE, DELAHEY",-37.718407,144.78058,3,1,1,$185_Week,Unit/apmt,2006-11-01,3037,DELAHEY,185,2006,11
2788,"12 GRANITE WAY, DELAHEY",-37.722019,144.766372,3,2,4,$230,House,2006-11-01,3037,DELAHEY,230,2006,11
303,"54 MURRAY VALLEY HIGHWAY, NYAH",-35.17561,143.37736,3,1,2,$160_Week,House,2006-11-01,3594,NYAH,160,2006,11
304,"54 MURRAY VALLEY HIGHWAY, NYAH",-35.17561,143.37736,3,1,2,$160_Week,House,2006-11-01,3594,NYAH,160,2006,11
676,"3/22 GREGORY STREET, OAK PARK",-37.72228241,144.91589355,2,1,1,$270,none,2006-11-01,3046,PARK,270,2006,11
691,"3/59-61 RHODES PARADE, OAK PARK",-37.715213,144.925254,2,1,1,$180,Rental_residential,2006-12-01,3046,PARK,180,2006,12
692,"3/59-61 RHODES PARADE, OAK PARK",-37.715213,144.925254,2,1,1,$180_Week,Rental_residential,2006-11-01,3046,PARK,180,2006,11
3789,"23/82-86 ATHERTON RD, OAKLEIGH",-37.899303,145.093684,1,1,1,$280,Unit/apmt,2006-12-01,3166,OAKLEIGH,280,2006,12
3997,"11/10 ALBERT AVENUE, OAKLEIGH",-37.89820099,145.09455872,2,1,1,$240,Unit/apmt,2006-11-01,3166,OAKLEIGH,240,2006,11
7429,"7/498 NORTH ROAD, ORMOND",-37.90391922,145.03788757,2,2,2,$325,none,2006-11-01,3204,ORMOND,325,2006,11
11639,"8 / 174 BEACH ROAD, PARKDALE",-38.00301361,145.07955933,2,1,1,$250,none,2006-12-01,3195,PARKDALE,250,2006,12
30,"RMB 6635 HALLS AND PORCHES ROAD, NILMA NORTH",-38.1449666,145.9868351,1,1,1,$587,House,2006-11-01,3821,NORTH,587,2006,11
31,"RMB 6635 HALLS AND PORCHES ROAD, NILMA NORTH",-38.1449666,145.9868351,1,1,1,$587,House,2006-11-01,3821,NORTH,587,2006,11
1908,"15/28-30 DUNBLANE ROAD, NOBLE PARK",-37.96305084,145.1803894,2,1,2,$265,Townhouse,2006-12-01,3174,PARK,265,2006,12
2620,"2 SIMPSON STREET, NOBLE PARK",-37.964773,145.166772,3,1,2,$245,none,2006-10-01,3174,PARK,245,2006,10
7855,"A12/335 ABBOTSFORD STREET, NORTH MELBOURNE",-37.799318,144.945801,1,1,1,$200_Week,Unit,2006-10-01,3051,MELBOURNE,200,2006,10
8205,"14/342 DRYBURGH STREET, NORTH MELBOURNE",-37.80441,144.943285,2,1,1,$280_Week,Unit,2006-10-01,3051,MELBOURNE,280,2006,10
11322,"15 HARPER STREET, NORTHCOTE",-37.780632,145.001684,3,1,1,$330,House,2006-11-01,3070,NORTHCOTE,330,2006,11
11858,"9/6 MCCRACKEN AVENUE, NORTHCOTE",-37.77228,144.99938,2,1,1,$210,Unit/apmt,2006-11-01,3070,NORTHCOTE,210,2006,11
12749,"1/6-12 PEARL STREET, NORTHCOTE",-37.778889,144.997477,2,1,2,$330,none,2006-11-01,3070,NORTHCOTE,330,2006,11
13403,"13/54 JAMES STREET, NORTHCOTE",-37.77548218,144.9987793,2,1,1,$280,none,2006-10-01,3070,NORTHCOTE,280,2006,10
520,"20 MASON STREET, REGENT WEST",-37.73386,145.008343,3,1,4,$340,House,2006-12-01,3073,WEST,340,2006,12
521,"20 MASON STREET, REGENT WEST",-37.73386,145.008343,3,1,4,$340,House,2006-12-01,3073,WEST,340,2006,12
522,"23 QUEEN STREET, REGENT WEST",-37.7118644,145.0107588,4,2,0,$330,House,2006-12-01,3073,WEST,330,2006,12
523,"23 QUEEN STREET, REGENT WEST",-37.7118644,145.0107588,4,2,0,$330,House,2006-12-01,3073,WEST,330,2006,12
524,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2,1,1,$215,House,2006-11-01,3073,WEST,215,2006,11
525,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2,1,1,$215,House,2006-12-01,3073,WEST,215,2006,12
526,"17 PERSHING STREET, REGENT WEST",-37.72550583,144.99414062,2,1,1,$220,House,2006-11-01,3073,WEST,220,2006,11
527,"44 RONA STREET, REGENT WEST",-37.732672,145.022008,2,1,1,$250,House,2006-11-01,3073,WEST,250,2006,11
528,"44 RONA STREET, REGENT WEST",-37.732672,145.022008,2,1,1,$250,House,2006-11-01,3073,WEST,250,2006,11
538,"17 KALIMNA STREET, REGENT",-37.730026,144.997103,3,2,1,$390,Townhouse,2006-12-01,3073,REGENT,390,2006,12
539,"17 KALIMNA STREET, REGENT",-37.730026,144.997103,3,2,1,$390,Townhouse,2006-12-01,3073,REGENT,390,2006,12
540,"105 SPRING STREET, REGENT",-37.729217,145.000633,4,2,3,$300,House,2006-12-01,3073,REGENT,300,2006,12
541,"105 SPRING STREET, REGENT",-37.729217,145.000633,4,2,3,$300,House,2006-12-01,3073,REGENT,300,2006,12
2224,"1/54-56 ST VIGEONS ROAD, RESERVOIR",-37.706804,145.02706,2,1,1,$170,Rental_residential,2006-12-01,3073,RESERVOIR,170,2006,12
2877,"2/200 EDWARDES STREET, RESERVOIR",-37.71141052,144.99343872,1,1,1,$145,Unit/apmt,2006-11-01,3073,RESERVOIR,145,2006,11
3044,"6/261-263 BROADWAY, RESERVOIR",-37.71721649,145.00976562,1,1,1,$200,none,2006-11-01,3073,RESERVOIR,200,2006,11
3336,"2/835 PLENTY ROAD, RESERVOIR",-37.72390366,145.02740479,3,1,2,$210,Available Now,2006-12-01,3073,RESERVOIR,210,2006,12
3612,"2/72 BARTON STREET, RESERVOIR",-37.710979,144.998688,3,1,1,$250,Unit/apmt,2006-11-01,3073,RESERVOIR,250,2006,11
4230,"1/32 DRYSDALE STREET, RESERVOIR",-37.72924042,145.02259827,1,1,1,$200,Unit/apmt,2006-11-01,3073,RESERVOIR,200,2006,11
4651,"162 MARY STREET, RICHMOND",-37.824732,145.000981,2,2,2,$475,Townhouse,2006-11-01,3121,RICHMOND,475,2006,11
4835,"9/23 DAVISON STREET, RICHMOND",-37.813077,145.008279,1,1,1,$180,Unit,2006-12-01,3121,RICHMOND,180,2006,12
6129,"4/81 EDINBURGH STREET, RICHMOND",-37.825782,145.005652,1,1,1,$210,Rental_residential,2006-11-01,3121,RICHMOND,210,2006,11
6246,"2/30 TANNER STREET, RICHMOND",-37.823197,144.991699,1,1,1,$290,Unit/apmt,2006-12-01,3121,RICHMOND,290,2006,12
